"[샤오미 미투 유모차를 사자는 거예요. ], 긍정 텍스트 확률 : 50.33%"
"[ 콤피 유모차통풍시트 이건 꼭 사야해], 긍정 텍스트 확률 : 57.29%"
"[콤피 유모차통풍시트 아기 있는 집에 이건 꼭 사야해], 긍정 텍스트 확률 : 84.39%"
"[아기용품의 세계는 정말 상상을 초월하지만 이번에 정말 이건 꼭 사야해 하는 물건을 만났지 뭐에요 바로바로 콤피 유모차 통풍시트에요 아기엄마들 사이에선 벌써 입소문 나서 다들 아시는 제품이더라구요 ㅋ 쉽게 말하면 자동차에 통풍시트 설치되어 있는분들 있으시죠 그걸 유모차에 설치하는거에요 띠용 저희 신랑 작년에 차 바꾸면서 통풍시트 설치를 했는데 진짜 여름에 너무 시원해서 좋거든요 그걸 우리 아기 유모차에 휴대용으로 장착해주는 거에여 휴대용 선풍기 이런거랑 비교가 안되는 꿀템이랍니다], 긍정 텍스트 확률 : 64.98%"
"[겉 커버는 세탁할수 있게 완벽하게 분리가 되는 제품이고요 요렇게 구성품이 오는 콤피 유모차 통풍시트인데요 일단 받자마자 빨리빨리 사용하고 싶어서 커버부터 세탁을 해줬어요 키키], 긍정 텍스트 확률 : 63.88%"
"[아니 근데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 제가 궁딩이 대고 앉아도 시원하고 넘 좋은데 이걸 표현할 길이 있어야죠 그래서 휴지 대고 해봤는데 살짝 휴지가 올라오는거 보이죠 막 세지도 않은 적당한 바람이라 아가들이 놀라지 않고 사용할수 있고요 저 배경음악의 당돌한 여자는 제 노래방 번이었긴 하지만 제가 틀어둔게 아니라 라디오에서 나온거에여...], 긍정 텍스트 확률 : 75.73%"
"[첫 사용하러 나와봤어요 요즘 왜케 또 습하고 더운지매일 선풍기 매달고 나가도 등이랑 엉덩이가 젖어있었는데 이번엔 어떨지 두근두근근데 처음에 살짝 놀란 눈치 더라구요 ㅋㅋ 그래서 살짝 걱정했으나 금방 적응하고 좋아하는듯 했고요], 긍정 텍스트 확률 : 96.33%"
"[길이가 넉넉해서 유아기 어린이들 사용하기도 좋고 엉덩이부터 등까지 샤샤샥 바람이 나와서 좋고요 선이 길어서 아래 바구니에 보조 배터리 넣고 다닐수 있더요 데리고 와서 보니까 진짜로 등이 안젖었더라구여 진짜 태열 잘 올라오는 아가들], 긍정 텍스트 확률 : 51.34%"
"[땀 많은 아가들 완전 이건 꼭 사야해], 긍정 텍스트 확률 : 78.99%"
"[가을 좀 더운 날씨나 겨울철 덥고 답답한 실내에서도 사용하기 좋을거 같아요진짜 콤피 유모차 통풍시트 만든 사람 상이라도 주고 싶어여 이정도면 제가 진짜 맘에 들어 쓰는 후기인건 알겠죠 제가 진짜 더위를 안타서 거의 요즘도 낮에도 일주일에 번은 주아 데리고 나가는데주아는 항상 땀 뻘뻘이라 미안했는데 이제 가벼운 마음으로 데리고 다니려구요 헤헤헤 완전 꾸르꾸르꿀템 추천합니다 구입처 링크 걸게요 스마트한 엄마야들 클릭클릭 ....?....? .? ], 긍정 텍스트 확률 : 92.18%"
"[중국 광군제를 아시나요?인터넷 쇼핑을 즐겨하는 봉봉군은 여자인 저보다 쇼핑에 대한 소식에 빨라요저는 월 일 번가의 절만 알았지], 긍정 텍스트 확률 : 74.02%"
"[광군절이란? ], 긍정 텍스트 확률 : 51.89%"
"[또는 애인이 없는 사람을 뜻하는 말로], 긍정 텍스트 확률 : 61.39%"
"[’자의 모습이 외롭게 서 있는 사람 모습과 비슷하다고 해서], 긍정 텍스트 확률 : 57.16%"
"[대대적 할인 행사를 시작하면서 광군제는 중국 최대 쇼핑일로 탈바꿈했다. 이후 대부분의 온라인 쇼핑몰이 이 할인 행사에 동참하면서 미국의 최대 쇼핑시즌인 블랙 프라이데이나 사이버 먼데이를 능가하는 최고의 소비 시즌으로 자리 잡게 되었다.네이버 지식백과...?], 긍정 텍스트 확률 : 64.74%"
"[광군제 시사상식사전], 긍정 텍스트 확률 : 57.16%"
"[만 아니면 완벽할 이놈 ㅋㅋ 물걸레 청소는 정말 빠빠이 하고 싶은데 요런거 하나 있으면 바닥에 무릎을 꿇고 다니지 않아도 될지 ㅋ육아용품은 욕심은 별로 없는데 요런거 욕심은 가득한 봉봉양입니다. ], 긍정 텍스트 확률 : 71.45%"
"[카페트 등도 잘 넘어다닌다고 하니 청소로봇 하나 들이는 느낌일까요? ], 긍정 텍스트 확률 : 66.01%"
"[봉봉양은 광군제에 사야할 품목으로 찜꽁사고싶다 봉봉군아 ㅋ ], 긍정 텍스트 확률 : 54.73%"
"[ 요즘 젊은이들 사이에서 많이사용하는 핫 아이템으로많은 퀵보드들 사이에서 눈에 띄는 브랜드는 샤오미인데요 .사람들이 제일 많이 찾고 사용하는 사오미는 일단 가성비 매우 좋고 잔 고장 없이 오래탈 수 있다는 후기가 많기 때문입니다 . ], 긍정 텍스트 확률 : 92.90%"
"[디자인을 가지고 있는 전동퀵보드입니다 . ], 긍정 텍스트 확률 : 64.75%"
"[ 또한 핸들은 미끄럼 방지 핸들로우수한 그립감을 자랑하고 있으며타이어는 펑크걱정 없는.인치 타이어로 미끄럼방지 기능까지 가지고 있습니다 .비 오고 난 다음날에도 미끌림 없이탈 수 있기 때문에 더욱 끌릴 수밖에 없는 샤오미전동퀵보드입니다 . ], 긍정 텍스트 확률 : 73.22%"
"[ 간편하게 사용하고 또 보관할 수 있는이 전동퀵보드는 폴딩식으로접고 피는데초면 간편하고안전하게 이룰 수 있는 구성인데요 .무게 또한.으로 웬만한 가벼운 유모차와 비슷한 무게로항공급 알루미늄 합금소재를사용했기 때문입니다 . ], 긍정 텍스트 확률 : 82.95%"
"[ 가볍고 공간차지 없어 보관도 쉬운 샤오미전동퀵보드는에너지 재생시스템을 가지고 있으며 가지 보호관리시스템을 자랑합니다 .절전방지 ], 긍정 텍스트 확률 : 85.53%"
"[ 속력과 함께 중요한 제동력인 브레이크는시스템으로 제동거리가 짧아안전한 주행도 자랑합니다 .안전을 위한 한 가지 더 샤오미전통퀵보드는 야간에 이용하는분들을 위해 헤드라이트도 달려있는데요 . .이상을 밝혀주는.의헤드라이트가 장착되어 있습니다 .또한 후방에도 라이트가 달려있어다른 차량에게 위치를 알릴 수 있도록디자인되었으며 브레이크를 잡지 않아도불이 들어오는 라이트입니다 . ], 긍정 텍스트 확률 : 96.01%"
"[ 마지막으로 스마트폰과 블루투스로 연동되어모든 정보를 읽어올 수 있고 업그레이드 속도와배터리량 등 모든 정보를 한번에핸드폰으로 확인해볼 수 있습니다 . ], 긍정 텍스트 확률 : 92.35%"
"[역시 대구 베이비페어는 베키가 최고], 긍정 텍스트 확률 : 92.80%"
"[빛날이에요 지난 주말 드디어 열린 베키에 다녀왔어요 딱히 살건 없지만 베키는 늘 기다려져요 그래놓고 얼매나 많이 사왔는지는 밑에..허헛 ], 긍정 텍스트 확률 : 64.84%"
"[ 역시나 베키의 인기는 입장줄이 증명해줌 저는 서포터즈명찰이 있어 신랑만 팔찌를 받았어요], 긍정 텍스트 확률 : 76.39%"
"[ 기다리면서 이벤트도 참여비록 선착순 이벤트들은 몽땅 실패했지만ㅠㅠ 요 설문조사 이벤트 결과를 기다리고있답니다], 긍정 텍스트 확률 : 94.98%"
"[리안의 부스도 보이구요 정말 많은 사람들이 유모차와 카시트를 보고 계시더라구요 저도 지니 카시트는 베키에서 구매했었어요ㅎ.ㅎ ], 긍정 텍스트 확률 : 96.09%"
"[ 요런 아기자기한 보넷들도 넘나 많은것...... 결국 우리 지니 레이스 보넷도 하나 겟 하고 양말은 또 왤케들 귀여운겨ㅠㅠㅠㅠ 진짜 디자인별로 다 사고싶은거 꾹 참고 딱 필요한 만큼만 사오느라 고생했네요 ], 긍정 텍스트 확률 : 52.72%"
"[네이처러브메레 물티슈와 바디로션도 구비되어있더라구요 베키도우미?분께서 늘 주시하시며 기저귀가 소비되면 바로바로 채워주시고 있구요ㅎㅎ 수유실과 범퍼침대도 군데군데 있었고 유팡젖병소독기], 긍정 텍스트 확률 : 87.24%"
"[모유먹는아기], 긍정 텍스트 확률 : 65.75%"
"[이유식먹는아기 모두 편안하게 쉬며 맘마를 먹일 수 있었어요저는 일], 긍정 텍스트 확률 : 65.70%"
"[일 이틀 방문했구요 사실 하루만 방문예정이였는데 넘나 맘에 드는 제품을 구매하러 이틀 다녀왔답니다 그 구매품목들 자랑해볼게욧 후훗 ], 긍정 텍스트 확률 : 64.71%"
"[요게 다 이번 베키에서 구매한 물건들이에요 여기서 빠진것도 두어개 된답니다ㅠㅠㅠ제가 젤 강추하는 템부터 알려들리게요 ], 긍정 텍스트 확률 : 97.69%"
"[ 이온스파 연수샤워기 설명듣고 직접 체험해보곤 안살수없었... 개나 사왔어요 수압은 센데 물 튀는건 없고 손등에 일반 샤워기랑 테스트를 해봤는데 피부가 달라지더라구요 고추기름으로 현장에서 세척력 시연해주시는데 진짜........ 같이 설명듣던 다른부부도 바로 구매하심ㅋㅋㅋ일주일째 사용중인데 진심진심 강추해요 저희아파트는 지어진지 년정도 되었는데요 요거 사와서 샤워기 갈려고 여는순간 녹물이.... 진심 너무 충격먹어서 백번 잘 샀다고 신랑이랑 저랑 둘 다 만족하고 있고 지니 피부가 최근에 완전 거칠거칠 뒤집어졌었는데 베키에서 구매해온 요 샤워기와 로션을 사용한 뒤로 일만에 완전 부들부들해졌다니깐요? ㅠㅠㅠㅠ진짜 돈쓰고 이만큼 행복하기도 오랫만...진짜 너무 좋아서 친구들한테도 적극 강추하고 친정집에도 사드렸는데 확실히 베키에서 가격이 저렴했어요], 긍정 텍스트 확률 : 77.88%"
"[아난티호텔에 어메니티로 들어가있을정도니 설명노필요겠죠? 샤워기를 바꿔서 지니 피부가 좋아진것도 있지만 확실히 요 로션오일로 마사지해주고나니 지니도 밤에 시간 통잠이 다시 시작되고 향도 인공향료가 아닌 천연오렌지향인데 이게 또 그냥 오렌지향이 아니고 엄청나게 고급짐....이거 하나 구매하러 다시 분 차타고 갔을정도니 말 다했슴돠ㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 74.25%"
"[ 바우젠 전해수기 이거 너무너무 사고싶었는데 베키에 가격 좋게 나와서 구매했어요아또], 긍정 텍스트 확률 : 94.97%"
"[레이스보넷 요 보넷도 베키에서 구매한거에요 넘나 이뻐서 안사줄수가없...ㅠㅠㅠ ], 긍정 텍스트 확률 : 85.72%"
"[ 그로미미 빨대컵 우리 지니 첫 분유드링킹의 역사를 써준나의 애정템도 베키에서 겟 진짜... 젖병거부라서 돌지날때까지 완모하게되면 어떡하지 걱정 했었는데 그로미미에 젖꼭지 구매하러 갔다가 직원분이 빨대컵 적극 추천해주셔서 구매했거든요 진짜 그 직원분 엄청 친절하신데다가 신의한수를 선사해주셔서 너무 감사함ㅠㅠ 누군지만 알면 진심 스벅깊콘이라도 쏘고싶어욬ㅋㅋㅋ], 긍정 텍스트 확률 : 99.79%"
"[ 그리고 주간의 서포터즈 활동으로 받은 선물까지 이러니 베키를 사랑하지 않을 수 없쥬.....♥이제 올해 마지막 베키도 마무리되었지만 또 내년 월에 시작되는거 다들 아시죵? 그때되면 우리 지니도 또 무럭무럭 커서 다른 용품들도 필요하게될거고 그때되면 교육완구를 보러다니지않을까...요... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ베키의 늪에서 빠져나올 수 없다구요ㅠㅠㅠㅠㅎㅎㅎ 다음 베키 서포터즈도 하게될지 어떨진 모르겠지만 그래도 참가할 베키 베키 좋은건 대구], 긍정 텍스트 확률 : 99.96%"
"[경북인들이라면 다들 아시쥬?ㅎㅎ 얼른 내년 월이 왔으면 좋겠어요 여러분들도 베키가서 핫템], 긍정 텍스트 확률 : 91.65%"
"[ 지난 주말은 의 주년 결혼기념일토요일은 신랑과 함께 아이들 맡겨놓고맛있는 저녁먹으러 나갔다오고ㅎㅎ일요일은 신랑에게 선물을 사주러 미니모터스 노원점을 다녀왔답니다ㅎㅎ작년부터 나인봇 전동킥보드가 갖고 싶다며노래를 부르던 신랑. 계속 미루고 미루다가이번에 결혼기념일겸 생일 선물로큰 맘먹고 선물해 주기로 했답니다ㅎㅎ가는 내내 입이 귀에 걸려있던 신랑 그... 그렇게 좋으냥?ㅎㅎ ], 긍정 텍스트 확률 : 99.98%"
"[ 저희는 매장을 방문하기 전에 미리 전화해서나인봇 전동킥보드 재고여부를 확인하고 갔답니다ㅎ ], 긍정 텍스트 확률 : 85.50%"
"[스피드웨이 등다양한 전동킥보드들이 많이 있었는데요.요즘 날씨가 많이 풀려서 공원 등 나들이를많이 가다보니까 전동킥보드 찾는 분들이많아 지셨다고 하더라구요ㅎ ], 긍정 텍스트 확률 : 82.55%"
"[속도제한모드 등 킥보드의 상태체크를 을 통해서 할 수가 있어요. ], 긍정 텍스트 확률 : 60.38%"
"[최고 속도는최대주행거리 시간 제품무게는 최대적재하중이], 긍정 텍스트 확률 : 66.67%"
"[ 나인봇은 고강도 항공알루미늄 일체형 프레임으로무게는 가볍지만 매우 견고하게 제작된제품이라고 해요. 언제어디서나 편리하게주차할 수 있도록 킥스탠드가 내부 삽입형으로제작 되었더라구요. 세워두기 편함ㅎㅎ ], 긍정 텍스트 확률 : 86.95%"
"[ 발판데크의 라이트예요.나인봇 에서 라이트 제어를통해 데크의 라이트를 온], 긍정 텍스트 확률 : 59.13%"
"[ 오프로 조정할수 있을 뿐만 아니라 ], 긍정 텍스트 확률 : 51.55%"
"[ 가지로 색상변경이가능하다고 설명해 주시더라구요ㅎㅎ 신랑이랑 바로 앱을 받아서 사용해봤는데색상이 정말 다양함ㅋ 취향에따라 고르는재미가 있었어요. ], 긍정 텍스트 확률 : 96.46%"
"[ 전동킥보드를 중요한 것중에 하나가안전을 위한 브레이크 인데요.전자와 기계식의 두 가지 브레이크로 되어 있어시속 를 제어할 경우], 긍정 텍스트 확률 : 98.42%"
"[ 나인봇 전동킥보드의 또 하나의 매력은바로 접이식 킥보드라는 거원터치 폴딩 기능으로 주행하다 계단을 만날때도이동을 위해 차에 보관을 할때도간편하게 접어서 가지고 다닐 수 있음ㅎ특히나 요즘 공원 나들이를 많이 가는데유모차와 함께 트렁크에 넣어 가지고 다니기에 부피를 많이 차지하지않아서 좋더라구요. ], 긍정 텍스트 확률 : 57.91%"
"[ 접힌 모습인데요.집 현관 한쪽에 보관해두기도 좋을것 같죠? ], 긍정 텍스트 확률 : 95.47%"
"[신랑이 직접 매장안에서 이리저리 작동해가며테스트도 해봤는데요ㅎ 승차감이 좋다며정말 마음에 쏙 들어하더라구요.그리고 미니모터스 노원점 사장님께먼저 왔다가신 분들의 블로그를 보고서멀리서 찾아왔다고 하니까], 긍정 텍스트 확률 : 95.90%"
"[라이트 튜닝 이 가능한데요.생각보다 튜닝비가 저럼하더라구요ㅎ ], 긍정 텍스트 확률 : 74.66%"
"[이제품은 신랑이 두번째로 눈여겨보던스피드웨이 인데요ㅎㅎ나인봇과 스피드웨이 두 제품을 꼼꼼히 살펴보면서비교해보더니 나인봇 전동킥보드로 결정했답니다.참], 긍정 텍스트 확률 : 86.97%"
"[구매하면서 사장님이 말씀해주신건데요미니모터스 자체가 업계에서 위이다보니미니모터스 만의 보험이 있어서 사고에도대비할 수가 있다고 하더라구요ㅎㅎ정말 다양한 정보도 많이 알려주시고], 긍정 텍스트 확률 : 95.39%"
"[ 멀리까지 구매하러간 보람이 있었음ㅎ ], 긍정 텍스트 확률 : 74.05%"
"[집에 오는 내내 좋아서 어쩔줄 모르던 신랑.이번 주말엔 꼭 날씨가 좋아야할텐데 말이죠ㅋ이젠 제 선물 받는 날만 남았네요 ㅎ ], 긍정 텍스트 확률 : 98.87%"
"[안녕하세요. 용쌤입니다.요즘 이것저것 하는게 많네요.얼마전에 년식 어머니에게물려받은 뉴소나타 차량이자동차 병원에 갔지만 이제편하게 보내주라는 급작스러운 이별통보를 받아서 ], 긍정 텍스트 확률 : 61.49%"
"[이별을 준비 할 시간도 없이새 친구를 만나게 되었습니다.당장 새차를 살돈이 없기에일전에 방문한 노원중고차 매장에송부장님에게 연락을 하였습니다. ], 긍정 텍스트 확률 : 50.32%"
"[노원중고차 송부장님에게 연락을받은지 이틀후에 차량의 광택작업과기존에 제 차량에 달려있던 블랙박스까지 이전설치 받고나서 차량을인수받았습니다. ], 긍정 텍스트 확률 : 89.26%"
"[차량은 토스카입니다.새차량을 원래 올해 말쯤 구매할까했는데 이제 이놈을 받았으니 년정도는더 타고 기존에 생각했던 새차보다좀 더 좋은 차량으로 갈아탈까합니다.내부색상은 아이보리색입니다. ], 긍정 텍스트 확률 : 67.39%"
"[뒷자리에 기존에 있던 카시트도장착했습니다.도봉중고차매매상사 매장에서 받아도좋았지만 직접 송부장님께서차량을 가져다주셔서 편하게인수받았습니다. ], 긍정 텍스트 확률 : 85.06%"
"[트렁크도 기존차량과 비슷하게넉넉합니다. 유모차도 잘실립니다.노원중고차 를 알아보면서 고민했던 부분이기존의 차량을 바꿀까 하면서 알아본가격대로는 거의다 소형차로 밖에 갈수없고차량들도 조금씩 하자가 있었는데아무래도 추천받은 노원중고차 매장에서본 차량이라서 그런지 더 맘에 들었습니다. ], 긍정 텍스트 확률 : 62.74%"
"[앞으로 향후 몇년간은 저의 발이 되어줄소중한 붕붕이입니다. ], 긍정 텍스트 확률 : 85.27%"
"[썬루프도 달려있네요 ㅋㅋㅋ그동안 학원차량을 비롯해서 수많은차를 몰아봣는데 선루프가 달린차는처음입니다.드라마에서 강민경씨처럼 올라가서익룡의 소리를 질러보고 싶은 마음이가득드는 나의 토스카 ], 긍정 텍스트 확률 : 91.68%"
"[기존에 쓰던분이 카오디오를 좋아했는지오디오가 좋은건데 어케 쓰는지를모릅니다. ], 긍정 텍스트 확률 : 55.13%"
"[노원중고차이렇게 고민하시는 분들은주저마시고 도봉중고차매매상사의송부장님에 연락해보세요정말 양심있고 좋은 가격에좋은 중고차를 소개해주실꺼에요. ], 긍정 텍스트 확률 : 79.54%"
"[ 컴백과 함께 나눔이벤트♡ ], 긍정 텍스트 확률 : 75.46%"
"[잇님들 잘들 계셨죠?꾸준히 하고 계시는 분들도 있지만 . . 안하시는분들도 더러 있네요한동안 자리를 비웠던 라미가 돌아왔어요], 긍정 텍스트 확률 : 73.77%"
"[진짜 컴백할려고 이렇게 글을 쓰는데요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ컴백만 하면 왠지 아쉬우니.이벤트까지 ㅋㅋㅋㅋㅋㅋㅋㅋ히힛.전 갤 남자아이 육아중인 육아맘 라미구요나이는......... 대라는 것 ㅋㅋㅋ뒷자리까지..........알랴드릴수 없즘 ㅋㅋ나이가 먹어가니 왠지 슬픈데요 ㅠ.ㅠ잔말없이 이벤선물부터 공개할께요], 긍정 텍스트 확률 : 99.95%"
"[동화책 읽어주는기능도 있어서 좋아요], 긍정 텍스트 확률 : 95.03%"
"[후기때 한번 맨거 말고는 그대로 보관중이였어요사용감 거의없죠 ㅎㅎ미아방지끈도 포함입니다 . 타이거목욕책 물총목욕책바스오일 ], 긍정 텍스트 확률 : 97.08%"
"[개월수 어린아이들이 목욕할때 사용가능한 목욕책이에요새제품이고요 ㅋㅋ바스오일도새제품이에요], 긍정 텍스트 확률 : 99.87%"
"[ 대신 기한이 ..일까지네요. 노스클린], 긍정 텍스트 확률 : 66.49%"
"[아들이 어릴때 콧물 빼주려고 샀는데..두번정도 빼고는 안했어요 너무 싫어했기때문에..............하하 ㅋㅋㅋ깨끗하게 씻어놓긴했는데..예민하신 분들은 패스해주세용. 샤오미 블루투스 이어폰미니게임기 ], 긍정 텍스트 확률 : 82.11%"
"[대륙의 실수 샤오미 ㅋㅋㅋㅋㅋ블루투스이어폰 새제품이구요미니게임도 되는 거에요 ㅋㅋㅋㅋㅋ. 태교일기책엽산체중계 ], 긍정 텍스트 확률 : 85.51%"
"[유모차 외출용품이에요 두제품 모두 새거이구요], 긍정 텍스트 확률 : 94.99%"
"[음료 쿠폰 쏴드려요 이벤선물은 요기까지구요], 긍정 텍스트 확률 : 75.76%"
"[ 지망 골라주세요 . 소통은 통계적인 부분도 보겠지만 사심으로 선택하겠어요. 택배는 착불이에요], 긍정 텍스트 확률 : 63.86%"
"[컴백 잘 할 수 있게 도와주세용 ㅋㅋㅋ저도 이제 맞소통은 물론], 긍정 텍스트 확률 : 75.64%"
"[우리 잇님들 차례대로 뵈러갈께용 년 마지막은 라미 이벤과 함께 해용 ], 긍정 텍스트 확률 : 94.95%"
"[해외직구의 접근방법으로 큐텐 베스트 후기상품을 보는게 시간절약에 도움이 된다.. 신제품샤오미가 특히 그런데], 긍정 텍스트 확률 : 51.38%"
"[지금은 샤오미 선풍기가 인기다. 여름이 가까워지면 물놀이 용품이 잘 나가겠지. 가을이 오면 캠핑용품일까?. 꾸준한게 있어위에 말한 거 말고 꾸준하게 베스트가 되는 게 있다. 남선 디지털], 긍정 텍스트 확률 : 50.71%"
"[특히 유모차. 계절의 영향을 별로 받지 않는.... 그 외 잘 모르겠는 거있음 좋을 것 같지만 이걸 왜 사는거지? 라는 생각이 드는 제품이 있다. 그러니까 해외직구니까 가격이 싸고 국내에 없다는 이유만으로는 구매동기가 좀 약해보이는 것들은 왜? 팔리는 걸까? ], 긍정 텍스트 확률 : 85.90%"
"[바퀴랑 이너시트 다 따로 동봉되어서 와서 조립했는데 곰손도 조립할 수 있을 정도로 쉬웠음 ], 긍정 텍스트 확률 : 52.88%"
"[기존 디럭스보다 부피는이고 무게도가량 줄음 ], 긍정 텍스트 확률 : 51.92%"
"[중간에 아이 관찰망이 디자인도 안 해치면서 자석으로 손쉽게 여닫을 수 있는 부분은 좋았음 아기 잘때 슬쩍 볼 수 있는 건 정말 중요함 ], 긍정 텍스트 확률 : 84.91%"
"[맨날 올려야지], 긍정 텍스트 확률 : 84.54%"
"[올려야지], 긍정 텍스트 확률 : 84.54%"
"[본체와 핸들 선을 잘 연결한 뒤쑥 집어넣으면 끝이라서눈과 손만 있다면 누구나 쉽게 조립할 수 있다.], 긍정 텍스트 확률 : 74.67%"
"[또 안전하게 ], 긍정 텍스트 확률 : 58.75%"
"[전동킥보드는 자전거처럼법적으로는 일반도로에서 차와 함께 달려야한다 진짜 목숨걸고 타는게 아닌 이상 현실적으로 불가능이라고 생각한다.그렇다고 인도로 다니기에는높은 속도로 다닐 수 있기 때문에보행자가 위험할 수 있다.가장 좋은 방법은적정 속도로 자전거도로로 다니는 건데전동킥보드 유저인 내가 봐도헬멧도 없이 진짜 위험하게 타는 사람들이 있다.제발], 긍정 텍스트 확률 : 99.14%"
"[제발 안전하게 타주세요 ㅠ ], 긍정 텍스트 확률 : 50.21%"
"[나같은 경우엔 내가 쫄보라서속도도 진짜 천천히 다니고보통 키로 안쪽], 긍정 텍스트 확률 : 83.87%"
"[아이도 위험합니다ㅠ붕붕이 유저님들], 긍정 텍스트 확률 : 63.89%"
"[사람들 있을 때는아주아주 천천히 지나가주세요우리는 봤지만 그들은 우릴 못봤답니다 ㅠ자전거가 옆에 슝 지나가도 식겁하는데붕붕이는 더 놀라기 십상이예요 ], 긍정 텍스트 확률 : 88.73%"
"[평화로운 붕붕이 ], 긍정 텍스트 확률 : 51.21%"
"[샤오미제품들을 어디서 싸게 살 수 있나찾아봤더니 큐텐에서도 살 수 있더라구요큐텐앱도 있어서 알고는 있었는데], 긍정 텍스트 확률 : 94.34%"
"[큐텐에서는 다양한 샤오미제품들을쉽게 직구할 수 있는데], 긍정 텍스트 확률 : 61.54%"
"[ 세상에 샤오미 전동킥보드도 있더라구요게다가 지금 할인중 ], 긍정 텍스트 확률 : 92.09%"
"[관세도 붙어서 고민했는데 ], 긍정 텍스트 확률 : 52.59%"
"[ 관부가세포함해서 한국 최저가더라구요게다가 결제만 하면 배송대행지 안 통하고바로 집까지 보내준다니 배송기간도 짧구요 ], 긍정 텍스트 확률 : 86.22%"
"[ 맨 첫번째는 할인쿠폰적용하면 불로가장 저렴하지만 관부사세를 따로 내야해서좀 귀찮으신 분들은 그냥 저처럼 두번째꺼로아무래도 관부가세를 이미 낸 가격이라더 빠르고 편하게 받아볼 수 있어요 ], 긍정 텍스트 확률 : 89.83%"
"[구매하시기 전에 큐텐앱전용쿠폰받는 것도 잊지 마세요 ], 긍정 텍스트 확률 : 61.64%"
"[안그래도 서하도 곧 킥보드사주려고 한지라아빠랑 같이 킥보드타고 여름내내 놀러다니면너무 재밌을 것 같아요ㅎㅎㅎ믿고 쓰는 샤오미인지라 안그래도 기대되는데], 긍정 텍스트 확률 : 99.79%"
"[핸들링도 너무 좋고], 긍정 텍스트 확률 : 97.31%"
"[그립감도 장난아니래요큐텐에서 진짜 직구하신 분들 후기보니하나같이 좋다고 하셔서 기대만빵이에요특히 배터리량까지 표시된다고 하니 ], 긍정 텍스트 확률 : 99.69%"
"[그리고 전 이렇게 폴딩된다해서 너무 좋아요안그래도 중형차라 트렁크가 크지 않은데], 긍정 텍스트 확률 : 89.18%"
"[ 유모차랑 같이 실어도 문제없겠어요ㅎㅎ ], 긍정 텍스트 확률 : 62.88%"
"[화이트디자인 너무 이뿌죠ㅠㅠ아 이거 왔는데 제가 더 잘 타는거 아닌지막 내꺼도 하나 더 사자고 조르게 될 것 같은느낌적인 느낌ㅋㅋ ], 긍정 텍스트 확률 : 94.86%"
"[구입했다기보다 선물받았는데요살까 말까 고민고민하던 휴대용 유모차를선물로 받았어요 흐흐 ], 긍정 텍스트 확률 : 56.61%"
"[샤오미처럼 대륙의 실수라는 요야 유모차.가성비가 좋은 브랜드로 유명하더라구요찾아보니까 휴대용은 만원대 중반 정도던데직접 보면 퀄리티가 좋아서만원대 이상은 되보여요 ], 긍정 텍스트 확률 : 82.01%"
"[컵홀더도 같이 왔길래이렇게 꽂았습니당.뒤에 꽤 큰 주머니도 있어서휴대폰], 긍정 텍스트 확률 : 94.00%"
"[비가 오면 공기가 좋아지려나 하고 비를 그렇게나 기다렸는데... 그닥 확 맑아지지가 않네요. 좀 더 큰 비가 오게 해달라고 기우제라도 지내야 하는 걸까요. 미세먼지와 집 앞 공사장 때문에 집에만 있는데도 목이 아픕니다. 차 타고 다닐 때 창문 못 여는 상황도 너무 씁쓸합니다. 요즘엔 차량용 공기청정기 사는 분들도 많더라고요. 정말 공기를 사서 마시는 세상이 되었어요. ], 긍정 텍스트 확률 : 96.29%"
"[샤오미에서 여러가지를 많이 만드네요. ㅎㅎ 좀 커보이긴 해도 왠지 샤오미 제품이라면 써보고 싶은 충동이 듭니다. 샤오미 제품을 몇가지 사용하며 만족하고 있기 때문이에요. 이 전에 미에어에 대한 글도 썼는데요. 차량용 공기청정기도 관심이 가서 좀 알아봤습니다. ], 긍정 텍스트 확률 : 70.68%"
"[도 되는 것은 큰 메리트가 있다고 봅니다. ㅎㅎ ], 긍정 텍스트 확률 : 86.51%"
"[후기 중에서 실제 장착 사진을 올려주신 분의 후기를 캡쳐해 봤는데요. 저 정도로 큰가 보네요. 그래도 공기청정기능만 제대로 잘 작동하고 작은 것보다 그 능력이 뛰어나다면 이 정도는 큰 문제가 될 것 같지 않습니다. 저 부분을 가린다고 뒷자리 앉은 사람이 불편할하지는 않을 테니까요. 어떤 분은 작은 것보다 큰 게 더 효과가 좋은 것 같다고 상품평에 적어놓으셨더라고요. ], 긍정 텍스트 확률 : 95.85%"
"[소형차 기준 분이면 차량 내 공기가 신선하고 맑아진다고 합니다. 조수석 헤드레스트가 아닌 뒷 좌석에 설치를 할 수도 있는데요. 뒷쪽에서 앞쪽으로 공기가 순환하여 차량 구석구석도 놓치지 않고 공기를 정화해준다네요. ], 긍정 텍스트 확률 : 64.52%"
